|CASE NUMBER|SR LOCATION|COUNTY|DISTRICT|NEIGHBORHOOD|TAX ID|TRASH QUAD|RECYCLE QUAD|TRASH DAY|HEAVY TRASH DAY|RECYCLE DAY|KEY MAP|MANAGEMENT DISTRICT|DEPARTMENT|DIVISION|SR TYPE|QUEUE|SLA|STATUS|SR CREATE DATE|DUE DATE|DATE CLOSED|OVERDUE|Title|x|y|LATITUDE|LONGITUDE|Channel Type
167334|11783362-101001430477|10702 CHEVY CHASE, HOUSTON TX 77042|HARRIS|G|BRIAR FOREST|0923600000008||||||489U||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-07-03 17:56:01|2014-07-06 17:56:00|2014-07-04 05:19:55|-2.53|Flooding-101001430477|3058320.35008|13834223.0099|29.74442629|-95.56514134|Voice In
167336|11783363-101001430479|547 STONELEIGH, HOUSTON TX 77079|HARRIS|G|MEMORIAL|0952120000002||||||489E||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-07-03 17:56:37|2014-07-06 17:56:37|2014-07-04 04:04:55|-2.58|Flooding-101001430479|3051040.93616|13843056.6812|29.76929453|-95.58725907|Voice In
167342|11783366-101001430485|10734 CEDAR CREEK, HOUSTON TX 77042|HARRIS|G|BRIAR FOREST|0963590000002||||||489Q||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-07-03 18:06:30|2014-07-06 18:06:30|2014-07-04 06:04:55|-2.5|Flooding-101001430485|3057774.00602|13835903.7358|29.74909043|-95.56670684|Voice In
167423|11783398-101001430567|10730 OLYMPIA, HOUSTON TX 77042|HARRIS|G|BRIAR FOREST|0923580000001||||||489U||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-07-03 19:26:46|2014-07-06 19:26:46|2014-07-03 19:34:55|-2.99|Flooding-101001430567|3057768.54705|13833944.9734|29.74370656|-95.56690521|Voice In
167458|11783409-101001430602|611 E 27TH, HOUSTON TX 77008|HARRIS|C|GREATER HEIGHTS|0350810210045|NW|NE|THURSDAY|3rd Wednesday|THURSDAY-B|453S||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-07-03 20:40:22|2014-07-06 20:40:22|2014-07-03 22:34:56|-2.92|Flooding-101001430602|3112510.11013|13860318.8274|29.81167065|-95.39191698|Voice In
167731|11783510-101001430884|Intersection 6800 FANNIN ST&1102 HOLCOMBE BLVD|Harris County|D|MEDICAL CENTER AREA|||||||532H|Greater Southeast MD|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-07-04 20:29:40|2014-07-07 20:29:40|2014-07-04 20:49:55|-2.99|Flooding-101001430884|3110171.39073|13821886.6569|29.7062301|-95.40301521|Voice In
168121|11783644-101001431323|Intersection 4900 HIDALGO ST&2900 W LOOP S|Harris County|G|GREATER UPTOWN|||||||491V|Uptown Houston MD|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-07-05 15:29:33|2014-07-08 15:29:33|2014-07-05 17:19:55|-2.92|Flooding-101001431323|3091896.6658|13831969.4271|29.73547848|-95.45959529|Voice In
170617|11784365-101001434193|4751 AFTONSHIRE, HOUSTON TX 77027|HARRIS|G|AFTON OAKS / RIVER OAKS AREA|0841300000001||||||491V||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-07-08 11:50:17|2014-07-11 11:50:17|2014-07-08 14:04:56|-2.91|Flooding|||29.73609856|-95.45768075|WEB
177673|11786539-101001442552|6100 HARRISBURG, HOUSTON TX 77011|HARRIS|H|SECOND WARD|0380630000001||||||494U|East End MD|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-07-15 14:05:23|2014-07-18 14:05:22|2014-07-16 16:19:56|-1.91|Flooding-101001442552|3137616.53991|13834805.2915|29.73939033|-95.31532027|Voice In
178925|101001443977|5915 BEAUDRY, HOUSTON TX 77035|HARRIS|K|WESTBURY|0935700000026|SW|SW|THURSDAY|2nd Thursday|THURSDAY-A|571A||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-07-16 16:19:37|2014-07-19 16:19:37|2014-07-17 16:45:58|-1.98|Flooding|||29.65195821|-95.49399264|Voice In
178927|101001443980|5915 BEAUDRY, HOUSTON TX 77035|HARRIS|K|WESTBURY|0935700000026|SW|SW|THURSDAY|2nd Thursday|THURSDAY-A|571A||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-07-16 16:21:28|2014-07-19 16:21:28|2014-07-17 16:44:35|-1.98|Flooding|||29.65195821|-95.49399264|Voice In
179539|101001444795|10400 SOUTHWEST FWY, HOUSTON TX 77074|HARRIS|J|WESTWOOD|1112600000012||||||529Z||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-07-17 11:35:48|2014-07-20 11:35:48|2014-07-17 17:25:20|-2.76|Flooding|||29.66535403|-95.55453883|Voice In
179816|101001445125|7500 BELLERIVE, HOUSTON TX 77036|HARRIS|J|SHARPSTOWN|0930650000012||||||530C|Sharpstown MD|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-07-17 14:50:13|2014-07-20 14:50:13|2014-07-17 15:03:19|-2.99|Flooding|||29.71379419|-95.51748056|Voice In
179817|101001445126|7500 BELLERIVE, HOUSTON TX 77036|HARRIS|J|SHARPSTOWN|0930650000012||||||530C|Sharpstown MD|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-07-17 14:50:49|2014-07-20 14:50:49|2014-07-17 15:02:49|-2.99|Flooding|||29.71379419|-95.51748056|Voice In
179835|101001445147|7500 BELLERIVE, HOUSTON TX 77036|HARRIS|J|SHARPSTOWN|0930650000012||||||530C|Sharpstown MD|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-07-17 14:59:21|2014-07-20 14:59:21|2014-07-17 15:02:38|-3.0|Flooding|||29.71379419|-95.51748056|Voice In
179852|101001445166|7500 BELLERIVE, HOUSTON TX 77036|HARRIS|J|SHARPSTOWN|0930650000012||||||530C|Sharpstown MD|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-07-17 15:10:29|2014-07-20 15:10:29|2014-07-17 16:42:44|-2.94|Flooding|||29.71379419|-95.51748056|Voice In
179855|101001445170|7509 BELLERIVE, HOUSTON TX 77036|HARRIS|J|SHARPSTOWN|1005610000010||||||530C|Sharpstown MD|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-07-17 15:12:02|2014-07-20 15:12:02|2014-07-17 15:13:55|-3.0|Flooding|||29.7128362|-95.51685433|Voice In
180023|11787301-101001445360|7500 BELLERIVE, HOUSTON TX 77036|HARRIS|J|SHARPSTOWN|0930650000012||||||530C|Sharpstown MD|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-07-17 16:43:58|2014-07-20 16:43:58|2014-07-21 12:04:57|0.81|Flooding-101001445360|3073769.47961|13823536.34|29.71379419|-95.51748056|Voice In
180060|101001445400|10400 SOUTHWEST FWY, HOUSTON TX 77074|HARRIS|J|WESTWOOD|1112600000012||||||529Z||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-07-17 17:07:19|2014-07-20 17:07:19|2014-07-17 18:00:01|-2.96|Flooding|||29.66535403|-95.55453883|Voice In
180072|11787291-101001445414|10400 SOUTHWEST FWY, HOUSTON TX 77074|HARRIS|J|WESTWOOD|1112600000012||||||529Z||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-07-17 17:16:20|2014-07-20 17:16:20|2014-07-21 12:04:29|0.78|Flooding-101001445414|3062530.33345|13805581.3969|29.66535403|-95.55453883|Voice In
180475|11787416-101001445910|5915 BEAUDRY, HOUSTON TX 77035|HARRIS|K|WESTBURY|0935700000026|SW|SW|THURSDAY|2nd Thursday|THURSDAY-A|571A||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-07-18 09:56:51|2014-07-21 09:56:51|2014-07-21 12:04:37|0.09|Flooding-101001445910|3081895.73731|13801283.8825|29.65195821|-95.49399264|Voice In
182659|11788175-101001448590|Intersection 7650 DROUET ST&6700 TIPPERARY LN||I|GOLFCREST / BELLFORT / REVEILLE||SE|SE|TUESDAY|3rd Wednesday|TUESDAY-A|535W|HCID #9|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-07-21 13:59:34|2014-07-24 13:59:34|2014-07-23 06:34:56|-1.31|Flooding-101001448590|3148173.50009|13809157.4855|29.66797455|-95.28463752|Voice In
184662|11788754-101001451053|7825 HARRISBURG, HOUSTON TX 77012|HARRIS|I|MAGNOLIA PARK|0252460010001||||||495X|East End MD|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-07-23 08:26:25|2014-07-26 08:26:25|2014-07-23 10:49:56|-2.9|Flooding-101001451053|3147439.84441|13831908.3665|29.73057319|-95.28467106|Voice In
184707|101001451104|Intersection 0 GULF FWY&2190 S LOCKWOOD DR|Harris County|I|GREATER EASTWOOD|||||||494W|East End MD|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-07-23 08:59:07|2014-07-26 08:59:06|2014-07-28 08:15:13|1.97|Flooding|||29.72821813|-95.33617406|Voice In
184869|11788820-101001451284|4117 MEYERWOOD, HOUSTON TX 77025|HARRIS|K|BRAESWOOD|0980710000036||||||532S||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-07-23 10:38:27|2014-07-26 10:38:27|2014-07-23 15:49:56|-2.78|Flooding-101001451284|3097562.51306|13812033.8718|29.68020733|-95.44366017|Voice In
187042|101001454024|Intersection 7100 BYWOOD ST&8300 HOMESTEAD RD|Harris County|B|TRINITY / HOUSTON GARDENS||NE|NW|THURSDAY|2nd Tuesday|THURSDAY-A|454H||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-07-25 11:43:39|2014-07-28 11:43:39|2014-07-28 08:10:21|-0.15|Flooding|||29.83753195|-95.30204019|Voice In
187779|11789727-101001454886|Intersection 2000 W ALABAMA ST&3800 MCDUFFIE ST|Harris County|C|NEARTOWN - MONTROSE||NW|NE|MONDAY|1st Wednesday|MONDAY-A|492V|Montrose Management District|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-07-26 10:37:00|2014-07-29 10:36:59|2014-07-26 11:04:56|-2.98|Flooding|||29.73859014|-95.40806579|WEB
190398|11790692-101001457976|Intersection 1200 MILBY ST&3720 POLK ST|Harris County|I|GREATER EASTWOOD|||||||494S|East End MD|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-07-29 15:00:42|2014-08-01 15:00:42|2014-08-01 11:10:16|-0.16|Flooding-101001457976|3128915.81846|13835157.673|29.74110985|-95.34268949|Voice In
190525|11790725-101001458133|1804 QUITMAN, HOUSTON TX 77026|HARRIS|H|NEAR NORTHSIDE|0230280000006|NE|NW|FRIDAY|1st Friday|Friday-A|493D|Greater Northside MD|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-07-29 16:27:20|2014-08-01 16:27:20|2014-08-01 11:07:45|-0.22|Flooding-101001458133|3126007.74324|13850391.4792|29.78323224|-95.35035115|Voice In
192884|11791470-101001460894|Intersection 6800 FANNIN ST&1102 HOLCOMBE BLVD|Harris County|D|MEDICAL CENTER AREA|||||||532H|Greater Southeast MD|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-08-01 01:42:54|2014-08-04 01:42:54|2014-08-01 10:31:10|-2.63|Flooding-101001460894|3110171.39073|13821886.6569|29.7062301|-95.40301521|Voice In
192886|11791471-101001460896|1201 A PALMER, HOUSTON TX 77003|HARRIS|I|DOWNTOWN|1269570010001|SE|SE|MONDAY|1st Friday|MONDAY-A|493V|East Downtown MD|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-08-01 02:19:58|2014-08-04 02:19:58|2014-08-01 10:31:08|-2.66|Flooding|||29.74438056|-95.34806173|WEB
192911|11792424-101001460921|Intersection 9700 BELLAIRE BLVD&6900 CORPORATE DR|Harris County|J|SHARPSTOWN|||||||529H|Sharpstown MD|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-08-01 04:52:29|2014-08-04 04:52:29|2014-08-04 10:19:56|0.23|Flooding-101001460921|3063084.49147|13819953.749|29.70481683|-95.55146032|Voice In
192954|11791493-101001460966|6327 ROUGHLOCK, HOUSTON TX 77016|HARRIS|B|EAST LITTLE YORK / HOMESTEAD|0913890000009|NE|SW|TUESDAY|2nd Wednesday|Tuesday|415N||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-08-01 06:42:11|2014-08-04 06:42:10|2014-08-01 11:34:59|-2.8|Flooding-101001460966|3142430.2209|13889421.011|29.88908845|-95.29470749|Voice In
192991|11791511-101001461006|6200 MARINETTE, HOUSTON TX 77036|HARRIS|J|SHARPSTOWN|0930600000001||||||530G|Sharpstown MD|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-08-01 07:23:12|2014-08-04 07:23:11|2014-08-01 14:34:57|-2.7|Flooding-101001461006|3073297.40936|13822697.7327|29.71152765|-95.51904572|Voice In
193115|11791562-101001461152|2516 SHERWIN, HOUSTON TX 77007|HARRIS|C|WASHINGTON AVENUE COALITION / MEMORIAL P|1335460010004|NW|NW|THURSDAY|3rd Wednesday|THURSDAY-B|492B||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-08-01 08:37:10|2014-08-04 08:37:10|2014-08-01 15:34:56|-2.71|Flooding|||29.78166056|-95.42635185|WEB
193169|11791590-101001461221|7500 BELLERIVE, HOUSTON TX 77036|HARRIS|J|SHARPSTOWN|0930650000012||||||530C|Sharpstown MD|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-08-01 09:04:13|2014-08-04 09:04:13|2014-08-01 15:34:56|-2.73|Flooding-101001461221|3073769.47961|13823536.34|29.71379419|-95.51748056|Voice In
193259|11791624-101001461330|5017 BATON ROUGE, HOUSTON TX 77028|HARRIS|B|TRINITY / HOUSTON GARDENS|0660210000611|NE|NW|THURSDAY|2nd Tuesday|THURSDAY-A|454Q||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-08-01 09:41:55|2014-08-04 09:41:54|2014-08-01 12:04:56|-2.9|Flooding-101001461330|3136184.34527|13863236.7773|29.81766197|-95.31701016|Voice In
193292|11791636-101001461384|9526 RAVENSWORTH, HOUSTON TX 77031|HARRIS|K|BRAYS OAKS|1059180000013|SW|SW|THURSDAY|2nd Friday|THURSDAY-A|570E|HCID #5 (Brays Oaks)|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-08-01 10:01:15|2014-08-04 10:01:14|2014-08-01 15:04:56|-2.79|Flooding-101001461384|3066017.55154|13797452.2868|29.64272512|-95.54431907|Voice In
193585|11791741-101001461755|507 BRINGHURST, HOUSTON TX 77020|HARRIS|B|GREATER FIFTH WARD|0090180000019|NE|NW|FRIDAY|1st Thursday|FRIDAY-B|494K||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-08-01 12:12:03|2014-08-04 12:12:03|2014-08-04 11:49:56|-0.02|Flooding-101001461755|3131406.66617|13844605.3208|29.76686382|-95.33391105|Voice In
193935|11791884-101001462145|5017 BATON ROUGE, HOUSTON TX 77028|HARRIS|B|TRINITY / HOUSTON GARDENS|0660210000611|NE|NW|THURSDAY|2nd Tuesday|THURSDAY-A|454Q||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-08-01 15:25:38|2014-08-04 15:25:38|2014-08-04 11:34:56|-0.16|Flooding-101001462145|3136184.34527|13863236.7773|29.81766197|-95.31701016|Voice In
194023|11792430-101001462247|Intersection 5900 JENSEN DR&2800 KELLEY ST|Harris County|H|EASTEX - JENSEN AREA||NE|NE|MONDAY|2nd Friday|MONDAY-B|454N|Greater Northside MD|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-08-01 16:25:58|2014-08-04 16:25:58|2014-08-04 10:49:55|-0.23|Flooding-101001462247|3128194.45212|13861390.3699|29.81327635|-95.34237665|Voice In
194178|11791971-101001462417|Intersection 4500 MONTROSE BLVD&910 WOODROW ST|Harris County|C|NEARTOWN - MONTROSE||NW|NE|MONDAY|1st Wednesday|MONDAY-A|493W|Montrose Management District|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-08-01 19:13:26|2014-08-04 19:10:00|2014-08-01 20:04:55|-2.96|Flooding-101001462417|3113659.61669|13831574.1579|29.73256297|-95.39109051|Voice In
194598|11792110-101001462854|10702 HILLCROFT, HOUSTON TX 77096|HARRIS|K|WESTBURY|0880660000063|SW|SW|THURSDAY|2nd Thursday|THURSDAY-A|531W||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-08-02 14:10:37|2014-08-05 14:10:37|2014-08-03 11:49:58|-2.1|Flooding-101001462854|3082194.31742|13805922.7912|29.66468524|-95.49261504|Voice In
194606|11792113-101001462865|4018 NEWSHIRE, HOUSTON TX 77025|HARRIS|K|BRAESWOOD|0831770000011|SW|SE|THURSDAY|3rd Tuesday|THURSDAY-A|532N||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-08-02 14:25:48|2014-08-05 14:25:48|2014-08-03 11:19:58|-2.13|Flooding-101001462865|3098228.77616|13813736.6414|29.68483217|-95.44139971|Voice In
194638|11792123-101001462897|Intersection 2600 CALLIE ST&3800 MCGOWEN ST|Harris County|D|GREATER THIRD WARD||SE|SW|TUESDAY|3rd Friday|TUESDAY-A|494W|Greater Southeast MD|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-08-02 14:58:47|2014-08-05 14:58:47|2014-08-02 15:19:55|-2.99|Flooding-101001462897|3128146.09756|13831651.5252|29.73153872|-95.34545905|Voice In
195870|11792608-101001464258|Intersection 5200 CAROLINE ST&1300 SOUTHMORE BLVD|Harris County|D|MUSEUM PARK||SW|SE|TUESDAY|3rd Monday|TUESDAY-B|493X|Greater Southeast MD|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-08-04 12:01:36|2014-08-07 12:01:36|2014-08-04 14:19:56|-2.9|Flooding|||29.72696867|-95.38484951|Unknown
196424|11792789-101001464940|1220 ALLEN GENOA, HOUSTON TX 77017|HARRIS|E|MEADOWBROOK / ALLENDALE|0610660540021|SE|SW|MONDAY|1st Monday|Monday|536N||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-08-04 17:20:38|2014-08-07 17:20:38|2014-08-05 09:04:56|-2.34|Flooding-101001464940|3163690.21939|13817829.1467|29.69044554|-95.23492245|Voice In
201377|11794357-101001470910|1902 TAFT, HOUSTON TX 77006|HARRIS|C|NEARTOWN - MONTROSE|0260950000001|NW|NW|MONDAY|1st Wednesday|Monday-A|493N|Montrose Management District|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-08-09 14:59:03|2014-08-12 14:59:02|2014-08-10 01:34:54|-2.56|Flooding-101001470910|3115044.57816|13838711.2588|29.7520632|-95.38603383|Voice In
201398|11794364-101001470931|Intersection 3520 REVEILLE ST&7600 THUROW ST|Harris County|I|GOLFCREST / BELLFORT / REVEILLE||SE|SE|TUESDAY|3rd Wednesday|TUESDAY-A|535N||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-08-09 15:45:22|2014-08-12 15:45:22|2014-08-09 20:19:52|-2.81|Flooding-101001470931|3146002.9772|13817974.7855|29.69239994|-95.29058846|Voice In
202865|11794978-101001472656|Intersection 5100 W BELLFORT AVE&5200 WILLOWBEND BLVD|Harris County|K|WESTBURY||SW|SE|THURSDAY|2nd Thursday|THURSDAY-A|531Y||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-08-11 20:02:34|2014-08-14 20:02:34|2014-08-12 09:49:54|-2.43|Flooding-101001472656|3089614.0867|13806525.976|29.66572939|-95.4692046|Voice In
202868|11794870-101001472659|Intersection 10600 BRAES BEND DR&8300 CREEKBEND DR|Harris County|K|BRAYS OAKS|||||||530X|HCID #5 (Brays Oaks)|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-08-11 20:04:36|2014-08-14 20:04:36|2014-08-12 09:05:12|-2.46|Flooding-101001472659|3071763.96328|13805842.7789|29.66532139|-95.52545168|Voice In
202879|11794877-101001472670|Intersection 11400 PEMBRIDGE DR&7900 QUAIL MEADOW DR||K|BRAYS OAKS||SW|SW|THURSDAY|3rd Thursday|THURSDAY-A|570C|HCID #5 (Brays Oaks)|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-08-11 20:19:26|2014-08-14 20:19:25|2014-08-12 08:49:56|-2.48|Flooding-101001472670|3074610.15214|13801922.4199|29.65431206|-95.51686098|Voice In
203854|11795163-101001473747|7222 BELLERIVE, HOUSTON TX 77036|HARRIS|J|SHARPSTOWN|1071880000001||||||530C|Sharpstown MD|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-08-12 13:49:36|2014-08-15 13:49:16|2014-08-13 10:19:56|-2.15|Flooding-101001473747|3075904.96353|13823635.7765|29.71389251|-95.51074665|Voice In
204433|11795314-101001474425|802 W MAIN, HOUSTON TX 77006|HARRIS|C|NEARTOWN - MONTROSE|0230740000014|NW|NE|MONDAY|1st Wednesday|MONDAY-A|493S|Montrose Management District|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-08-12 23:00:29|2014-08-15 23:00:28|2014-08-13 09:19:55|-2.57|Flooding-101001474425|3114259.76313|13832972.6275|29.73635604|-95.38906435|Voice In
209151|11796981-101001479913|1410 HUTCHINS, HOUSTON TX 77003|HARRIS|I|DOWNTOWN|0020240000003||||||493R|East Downtown MD|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-08-18 13:22:55|2014-08-21 13:22:54|2014-08-18 15:19:55|-2.92|Flooding-101001479913|3124136.99994|13837342.957|29.74752657|-95.3575268|Voice In
212610|11798001-101001483888|3802 MCGOWEN, HOUSTON TX 77004|HARRIS|D|GREATER THIRD WARD|0221650000001|SE|SW|TUESDAY|3rd Friday|TUESDAY-A|494W|Greater Southeast MD|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-08-21 10:35:27|2014-08-24 10:35:26|2014-09-04 08:04:49|10.9|Flooding-101001483888|3128170.9397|13831574.7596|29.73132558|-95.34538837|Voice In
220313|11800587-101001492804|8414 BLUEGATE, HOUSTON TX 77025|HARRIS|K|BRAESWOOD|0813030000018|SW|SW|THURSDAY|3rd Monday|Thursday-A|532P||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-08-29 13:26:01|2014-09-01 13:26:01|2014-09-03 06:49:52|1.72|Flooding-101001492804|3104422.00393|13815798.2216|29.6899794|-95.4217048|Voice In
220371|11800607-101001492874|7500 BELLERIVE, HOUSTON TX 77036|HARRIS|J|SHARPSTOWN|0930650000012||||||530C|Sharpstown MD|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-08-29 14:06:04|2014-09-01 14:06:04|2014-09-02 09:19:55|0.8|Flooding-101001492874|3073769.47961|13823536.34|29.71379419|-95.51748056|Voice In
220473|11800636-101001492988|Intersection 200 W 6TH ST&600 YALE ST|Harris County|C|GREATER HEIGHTS||NW|NE|THURSDAY|3rd Wednesday|THURSDAY-B|492D||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-08-29 15:15:13|2014-09-01 15:15:13|2014-09-02 10:04:53|0.78|Flooding-101001492988|3110670.40942|13849266.1409|29.78144634|-95.39878858|Voice In
221188|11800920-101001493767|4114 MEYERWOOD, HOUSTON TX 77025|HARRIS|K|BRAESWOOD|0980700000027||||||532S||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-08-31 08:02:39|2014-09-03 08:02:39|2014-08-31 12:04:53|-2.83|Flooding-101001493767|3097456.56806|13812123.8339|29.68046348|-95.44398506|Voice In
221239|11800953-101001493821|Intersection 716 JENSEN DR&0 N US 59 HWY|Harris County|B|GREATER FIFTH WARD|||||||494J||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-08-31 10:51:46|2014-09-03 10:51:46|2014-08-31 14:04:54|-2.87|Flooding-101001493821|3128421.72759|13845052.9069|29.76835103|-95.3432709|Voice In
221263|11800966-101001493847|3552 CLINE, HOUSTON TX 77020|HARRIS|B|GREATER FIFTH WARD|1255600010052|NE|NW|FRIDAY|1st Thursday|FRIDAY-B|494K||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-08-31 12:24:46|2014-09-03 12:24:46|2014-09-01 01:19:53|-2.46|Flooding|||29.76658709|-95.33395867|WEB
221292|11800977-101001493877|Intersection 2300 MAURY ST&1900 QUITMAN ST|Harris County|H|NEAR NORTHSIDE||NE|NW|FRIDAY|1st Friday|FRIDAY-B|493D|Greater Northside MD|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-08-31 13:44:43|2014-09-03 13:44:43|2014-08-31 14:19:53|-2.98|Flooding|||29.78339199|-95.34978496|Unknown
221375|11801010-101001493960|4518 PERRY, HOUSTON TX 77021|HARRIS|D|GREATER OST / SOUTH UNION|0540210000006|SE|SW|TUESDAY|3rd Tuesday|TUESDAY-A|533M||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-08-31 17:36:29|2014-09-03 17:36:28|2014-09-01 01:19:53|-2.68|Flooding-101001493960|3127368.39013|13818483.3921|29.69541025|-95.34920336|Voice In
221647|11801127-101001494236|6400 TAGGART, HOUSTON TX 77007|HARRIS|C|WASHINGTON AVENUE COALITION / MEMORIAL P|0541150000019|NW|NW|MONDAY|1st Wednesday|Monday-B|492F||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-09-01 13:01:54|2014-09-04 13:01:53|2014-09-01 17:19:53|-2.82|Flooding-101001494236|3102051.13269|13845879.8776|29.77286548|-95.42627393|Voice In
