|CASE NUMBER|SR LOCATION|COUNTY|DISTRICT|NEIGHBORHOOD|TAX ID|TRASH QUAD|RECYCLE QUAD|TRASH DAY|HEAVY TRASH DAY|RECYCLE DAY|KEY MAP|MANAGEMENT DISTRICT|DEPARTMENT|DIVISION|SR TYPE|QUEUE|SLA|STATUS|SR CREATE DATE|DUE DATE|DATE CLOSED|OVERDUE|Title|x|y|LATITUDE|LONGITUDE|Channel Type
134884|11642678-101001029449|Intersection 9006 CLINTON DR&0 E IH 610 LOOP N|Harris County|I|CLINTON PARK TRI-COMMUNITY|||||||495U||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-06-10 16:26:18|2013-06-13 16:26:18|2013-06-11 16:25:01|-2.0|Flooding|3153455.62043|13834889.3573|29.73824|-95.26542582|Voice In
135595|11642910-101001030298|1714 EBONY, HOUSTON TX 77018|HARRIS|C|CENTRAL NORTHWEST|0731000300010|NW|SW|TUESDAY|3rd Thursday|Tuesday-a|452N||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-06-11 11:26:45|2013-06-14 11:26:45|2013-06-12 08:25:02|-2.13|Flooding|||||WEB
138055|11643650-101001033180|11927 ATWELL, HOUSTON TX 77035|HARRIS|K|WESTBURY|0871480000007|SW|SW|THURSDAY|2nd Thursday|THURSDAY-A|571B||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-06-13 15:23:46|2013-06-16 15:23:46|2013-06-14 16:05:01|-1.97|Flooding|3085411.31|13800338.54|29.64906936|-95.48301849|Voice In
141551|11644790-101001037164|5515 DAWNRIDGE, HOUSTON TX 77035|HARRIS|K|WESTBURY|0871440000011|SW|SW|THURSDAY|2nd Thursday|THURSDAY-A|571A||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-06-18 11:05:36|2013-06-21 11:05:36|2013-06-18 16:05:01|-2.79|Flooding|3085039.29|13800146.43|29.64857205|-95.48420742|Voice In
144775|11645893-101001040864|Intersection 346 LITCHFIELD LN&12504 MEMORIAL DR|Harris County|G|MEMORIAL|||||||489M||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-06-21 12:57:15|2013-06-24 12:57:15|2013-06-21 15:25:02|-2.9|Flooding|||29.76626583|-95.55057526|Unknown
144912|11645943-101001041019|Intersection 346 LITCHFIELD LN&12504 MEMORIAL DR|Harris County|G|MEMORIAL|||||||489M||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-06-21 14:47:35|2013-06-24 14:47:35|2013-06-21 15:25:02|-2.97|Flooding|||29.76626583|-95.55057526|WEB
145898|11646330-101001042086|Intersection 8100 LAREDO&406 MCCARTY&400 MCCARTY ST|Harris County|B|DENVER HARBOR / PORT HOUSTON|||||||495B||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-06-24 08:27:40|2013-06-27 08:27:40|2013-06-24 09:25:02|-2.96|Flooding|||29.78098682|-95.28408055|WEB
148767|11647434-101001045458|4010 OAK GARDENS, HOUSTON TX 77339|HARRIS|E|KINGWOOD AREA|1149560230003||||||297W||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-06-26 18:01:38|2013-06-29 18:01:38|2013-06-28 06:45:01|-1.47|Flooding|||||WEB
149800|11647786-101001046630|3302 ANN ARBOR, HOUSTON TX 77063|HARRIS|F|MID WEST|0893140000016||||||490Y||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-06-27 15:02:37|2013-06-30 15:02:37|2013-06-27 15:25:01|-2.98|Flooding|||29.72904418|-95.51070347|WEB
152313|11648822-101001049440|611 WALKER, HOUSTON TX 77002|HARRIS|I|DOWNTOWN|0010890000001||||||493L|Houston Downtown|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-07-01 12:08:31|2013-07-04 12:08:28|2013-07-01 14:25:01|-2.91|Flooding|3120974.61|13841745.52|29.75989828|-95.36705705|Voice In
153086|11649154-101001050330|Intersection 6000 FAIRDALE LN&3100 FOUNTAIN VIEW DR|Harris County|J|MID WEST|||||||491X||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-07-02 08:22:25|2013-07-05 08:22:25|2013-07-02 08:45:01|-2.98|Flooding|||29.73305516|-95.48423765|Unknown
156869|11650876-101001054658|7000 STAFFORDSHIRE, HOUSTON TX 77030|HARRIS|D|MEDICAL CENTER AREA|0590060060002||||||533E|Greater Southeast|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-07-08 06:03:20|2013-07-11 06:03:20|2013-07-08 12:25:03|-2.73|Flooding|||||WEB
157350|11651076-101001055203|719 WAX MYRTLE, HOUSTON TX 77079|HARRIS|G|MEMORIAL|0891790000004||||||489G||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-07-08 12:02:04|2013-07-11 12:02:04|2013-07-08 14:05:02|-2.91|Flooding-101001055203|3057284.31|13846106.66|29.77717597|-95.56730581|Voice In
159000|11651714-101001057139|722 E HEIGHTS HOLLOW, HOUSTON TX 77007|HARRIS|H|WASHINGTON AVENUE COALITION / MEMORIAL P|1220910020046|NW||MONDAY|1st Wednesday||493J||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-07-09 15:47:24|2013-07-12 15:47:24|2013-07-10 17:05:02|-1.95|Flooding-101001057139|3113820.7|13844232.31|||Voice In
159272|11651831-101001057460|Intersection 0 IH 10 EAST FWY SMITH RAMP&0 IH 45 10 RAMP|Harris County|H|DOWNTOWN|||||||493L|Houston Downtown|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-07-09 20:40:36|2013-07-12 20:40:36|2013-07-09 21:05:01|-2.98|Flooding-101001057460|3121984.03279|13844691.6136|||Voice In
161448|11652682-101001060022|5418 QUEENSLOCH, HOUSTON TX 77096|HARRIS|C|MEYERLAND AREA|0923460000008|SW|SW|TUESDAY|2nd Wednesday|Tuesday-B|531T||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-07-12 07:54:24|2013-07-15 07:54:24|2013-07-12 14:44:52|-2.71|Flooding|||29.67392495|-95.47795923|WEB
161947|11652859-101001060598|5102 RAVEN RIDGE, HOUSTON TX 77053|FORT BEND|K|FORT BEND HOUSTON|6250030161700907|SW|SW|FRIDAY|4th Friday|FRIDAY-A|611C||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-07-12 13:27:24|2013-07-15 13:27:24|2013-07-15 14:44:38|0.05|Flooding-101001060598|3092679.12|13778949.08|29.58967005|-95.46218403|Voice In
164304|11653906-101001063237|12018 NOVA, HOUSTON TX 77077|HARRIS|G|BRIAR FOREST|1051960000023||||||489N||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-07-16 03:21:08|2013-07-19 03:21:08|2013-07-16 12:05:03|-2.64|Flooding|||29.74991349|-95.59362178|WEB
165001|11654232-101001064037|10723 INWOOD, HOUSTON TX 77042|HARRIS|G|BRIAR FOREST|0953070000029||||||489Q||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-07-16 13:53:20|2013-07-19 13:53:19|2013-07-17 06:45:01|-2.3|Flooding|||||WEB
165202|11654285-101001064256|14103 QUEENSBURY, HOUSTON TX 77079|HARRIS|G|MEMORIAL|0974330000009||||||489A||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-07-16 15:18:09|2013-07-19 15:18:09|2013-07-17 12:45:01|-2.11|Flooding|||29.77763888|-95.59224307|WEB
165880|11654510-101001065015|10910 GULF FWY, HOUSTON TX 77075|HARRIS|I|GREATER HOBBY AREA|1090970000002||||||576J|HCID #9|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-07-17 09:50:17|2013-07-20 09:50:17|2013-07-17 14:05:02|-2.82|Flooding-101001065015|3161152.94|13797641.74|29.63518157|-95.24495105|Voice In
166018|11654556-101001065187|Intersection 0 JOHN F KENNEDY BLVD&0 JOHN F KENNEDY GREENS RAMP|Harris County|B|IAH / AIRPORT AREA|||||||374P||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-07-17 11:51:15|2013-07-20 11:51:15|2013-07-17 14:05:02|-2.91|Flooding-101001065187|3129943.18944|13911889.4464|||Voice In
166097|11654580-101001065275|Intersection 0 JOHN F KENNEDY BLVD&0 JOHN F KENNEDY GREENS RAMP|Harris County|B|IAH / AIRPORT AREA|||||||374P||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-07-17 12:59:59|2013-07-20 12:59:59|2013-07-18 08:25:01|-2.19|Flooding-101001065275|3129943.18944|13911889.4464|||Voice In
166719|11654804-101001065979|Intersection 8500 BEECHNUT ST&8000 S GESSNER RD|Harris County|J|SHARPSTOWN|||||||530J|Sharpstown MD|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-07-18 08:05:38|2013-07-21 08:05:38|2013-07-18 14:05:02|-2.75|Flooding-101001065979|3068390.80828|13815134.903|29.69113928|-95.53520193|Voice In
167748|11655237-101001067213|2015 RIDGECREST, HOUSTON TX 77055|HARRIS|A|SPRING BRANCH EAST|1242450010001|NW|SW|FRIDAY|4th Thursday|Friday-A|451S|Spring Branch MD|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-07-18 23:05:05|2013-07-21 23:05:05|2013-07-19 13:05:02|-2.42|Flooding-101001067213|3080241.37|13858658.02|29.8098042|-95.49378419|Voice In
168349|11655481-101001067954|6300 JENSEN, HOUSTON TX 77026|HARRIS|H|EASTEX - JENSEN AREA|0660560040007|NE|NE|MONDAY|2nd Friday|MONDAY-B|454N|Greater Northside MD|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-07-19 14:11:49|2013-07-22 14:11:49|2013-07-22 09:25:02|-0.2|Flooding-101001067954|3128275.89|13862826.64|29.81721712|-95.34197833|Voice In
168510|11655536-101001068141|Intersection 2800 BENNINGTON ST&6900 JENSEN DR|Harris County|H|EASTEX - JENSEN AREA||NE|NE|MONDAY|2nd Friday|MONDAY-B|454N|Greater Northside MD|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-07-19 16:02:42|2013-07-22 16:02:42|2013-07-22 09:25:02|-0.28|Flooding-101001068141|3128040.74508|13864519.9739|29.82189165|-95.34255253|Voice In
168627|11655565-101001068276|Intersection 6400 JENSEN DR&2900 KING ST|Harris County|H|EASTEX - JENSEN AREA||NE|NE|MONDAY|2nd Friday|MONDAY-B|454N|Greater Northside MD|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-07-19 18:56:03|2013-07-22 18:56:03|2013-07-19 22:05:01|-2.87|Flooding-101001068276|3128107.59961|13863083.6172|29.81793791|-95.34248344|Voice In
170450|11656278-101001070275|9615 ROCKHURST, HOUSTON TX 77080|HARRIS|A|SPRING BRANCH NORTH|0972840000004|NW|NW|FRIDAY|4th Friday|FRIDAY-A|450K|Spring Branch MD|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-07-22 16:14:50|2013-07-25 16:14:50|2013-07-23 12:45:02|-2.15|Flooding-101001070275|3068509.54|13863472.26|29.82399933|-95.53031195|Voice In
178243|11659210-101001079315|125 ROCKLEIGH, HOUSTON TX 77017|HARRIS|I|PARK PLACE|0283540000003|SE|SE|MONDAY|1st Monday|MONDAY-B|535Q||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-07-31 10:42:02|2013-08-03 10:42:02|2013-07-31 16:05:02|-2.78|Flooding-101001079315|3155669.52|13818319.05|29.69249973|-95.26012258|Voice In
179181|11659603-101001080389|7388 REGENCY SQUARE, HOUSTON TX 77036|HARRIS|J|SHARPSTOWN|1153580170010||||||530C|Sharpstown MD|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-08-01 10:02:03|2013-08-04 10:02:00|2013-08-01 16:25:01|-2.73|Flooding-101001080389|||29.71620498|-95.51206233|Voice In
180355|11660054-101001081746|Intersection 11200 BELLAIRE BLVD&6800 BOONE RD|Harris County|F|ALIEF|||||||529F|International MD|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-08-02 11:19:22|2013-08-05 11:19:21|2013-08-03 08:25:01|-2.12|Flooding-101001081746|3055505.05846|13819384.7344|29.70386509|-95.57537847|Voice In
187581|11663211-101001090032|Intersection 14600 LOFTY MOUNTAIN TRL&14500 WINDY RIDGE LN|Harris County|E|CLEAR LAKE|||||||618B||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-08-10 09:17:47|2013-08-13 09:17:47|2013-08-10 12:45:02|-2.86|Flooding-101001090032|3197483.30108|13781534.2832|||Voice In
187992|11663417-101001090458|5223 JACKWOOD, HOUSTON TX 77096|HARRIS|C|MEYERLAND AREA|0853850000002|SW|SE|TUESDAY|2nd Wednesday|TUESDAY-B|531P||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-08-11 08:10:15|2013-08-14 08:10:15|2013-08-11 09:05:01|-2.96|Flooding-101001090458|3087744.0|13813405.54|29.68479518|-95.47443768|Voice In
188120|11663499-101001090587|1425 THOMPSON, HOUSTON TX 77007|HARRIS|C|WASHINGTON AVENUE COALITION / MEMORIAL P|1281820010006|NW|NW|MONDAY|1st Wednesday|MONDAY-A|492H||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-08-11 12:36:13|2013-08-14 12:36:13|2013-08-11 20:45:01|-2.66|Flooding-101001090587|3109023.43|13846371.31|29.77406903|-95.40432056|Voice In
188135|11663507-101001090602|Intersection 2800 BAY ST&3700 JENSEN DR|Harris County|H|KASHMERE GARDENS|||||||454W|Greater Northside MD|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-08-11 13:08:21|2013-08-14 13:08:21|2013-08-11 20:45:01|-2.68|Flooding-101001090602|3128402.74994|13856667.05|29.8002758|-95.34218589|Voice In
192037|11665218-101001095060|8643 TILGHAM, HOUSTON TX 77029|HARRIS|B|PLEASANTVILLE AREA|0823350000398|NE|NE|FRIDAY|1st Tuesday|FRIDAY-B|495L||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-08-15 07:10:03|2013-08-18 07:10:03|2013-08-15 09:45:03|-2.89|Flooding|||29.76584219|-95.27085003|WEB
193861|11665927-101001097168|5810 SCHUMACHER, HOUSTON TX 77057|HARRIS|J|MID WEST|0741650010014||||||491X||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-08-16 14:57:07|2013-08-19 14:57:07|2013-08-16 23:25:01|-2.65|Flooding-101001097168|3085169.88|13829473.11|29.72917488|-95.48101868|Voice In
194288|11666111-101001097643|8107 LORRIE, HOUSTON TX 77025|HARRIS|K|BRAESWOOD|0803780000006|SW|SE|THURSDAY|3rd Monday|THURSDAY-A|532L||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-08-16 20:26:33|2013-08-19 20:26:33|2013-08-16 23:25:01|-2.88|Flooding-101001097643|3104814.66|13817234.8|29.69389518|-95.42033018|Voice In
197524|11667394-101001101186|515 BRINGHURST, HOUSTON TX 77020|HARRIS|B|GREATER FIFTH WARD|0090180000001|NE|NW|FRIDAY|1st Thursday|FRIDAY-B|494K||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-08-20 14:02:54|2013-08-23 14:02:54|2013-08-21 07:05:15|-2.29|Flooding-101001101186|3131402.2295|13844685.0096|29.76708324|-95.33391716|Voice In
202668|11669506-101001106946|Intersection 4400 CAROLINE ST & 1300 WHEELER ST|Harris County|D|MIDTOWN|||||||493X|Midtown MD|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-08-26 10:44:25|2013-08-29 10:44:25|2013-08-26 12:45:01|-2.92|Flooding-101001106946|3117055.29232|13831674.3335|29.73254979|-95.38038627|Voice In
202690|11669514-101001106971|1204 WHEELER, HOUSTON TX 77004||D|MIDTOWN||NW|NE|MONDAY|1st Wednesday|MONDAY-A|493X|Midtown MD|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-08-26 11:00:14|2013-08-29 11:00:14|2013-08-26 13:25:01|-2.9|Flooding-101001106971|3116844.62|13831785.96|29.73295713|-95.38119743|Voice In
204444|11670118-101001108971|10047 WESTPARK, HOUSTON TX 77042|HARRIS|F|WESTCHASE|1132050000008||||||530A|Westchase MD|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-08-27 17:26:22|2013-08-30 17:26:22|2013-08-28 08:45:01|-2.36|Flooding|||29.72195349|-95.54247807|WEB
204559|11670158-101001109099|10623 CHEVY CHASE, HOUSTON TX 77042|HARRIS|G|BRIAR FOREST|0923580000021||||||489U||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-08-27 19:35:06|2013-08-30 19:35:06|2013-08-28 09:25:02|-2.42|Flooding-101001109099|3058479.41|13834018.35|||Voice In
204650|11670191-101001109199|3505 S DAIRY ASHFORD, HOUSTON TX 77082|HARRIS|F|ELDRIDGE / WEST OAKS|1164520000001||||||488Z||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-08-28 01:46:41|2013-08-31 01:46:40|2013-08-28 04:05:01|-2.9|Flooding|||||Unknown
217718|11675552-101001123981|Intersection 7316 LEAWOOD BLVD & 11300 SHARPVIEW DR||F|ALIEF||SW|SW|MONDAY|1st Wednesday|MONDAY-B|529K|International MD|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-09-11 16:22:34|2013-09-14 16:22:34|2013-09-12 15:25:02|-2.04|Flooding|||29.69904131|-95.57772065|Unknown
218576|11675894-101001124972|1343 TRAILWOOD VILLAGE, HOUSTON TX 77339|HARRIS|E|KINGWOOD AREA|1098580000007||||||336G||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-09-12 13:40:01|2013-09-15 13:40:01|2013-09-12 16:05:02|-2.9|Flooding|||30.0345504|-95.226132|WEB
221796|11677321-101001128602|Intersection 3800 OLD SPANISH TRL & 6000 SCOTT ST|Harris County|D|GREATER OST / SOUTH UNION||SE||TUESDAY|3rd Tuesday||533M|Greater Southeast MD|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-09-16 16:09:39|2013-09-19 16:09:39|2013-09-17 09:25:03|-2.28|Flooding-101001128602|3124040.94173|13820884.444|29.70229526|-95.35944369|Voice In
221839|11677344-101001128657|Intersection 3900 FAULKNER ST & 7046 SCOTT ST|Harris County|D|GREATER OST / SOUTH UNION||SE|SW|TUESDAY|3rd Tuesday|TUESDAY-A|533Q||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-09-16 16:36:12|2013-09-19 16:36:12|2013-09-16 20:45:01|-2.83|Flooding-101001128657|3122878.90403|13815941.7184|29.68880848|-95.36358639|Voice In
221851|11677347-101001128671|1660 HAWTHORNE, HOUSTON TX 77006|HARRIS|C|NEARTOWN - MONTROSE|0540510010003|NW|NE|MONDAY|1st Wednesday|MONDAY-A|492V|Montrose Management District|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-09-16 16:42:40|2013-09-19 16:42:30|2013-09-16 19:05:01|-2.9|Flooding-101001128671|3110134.18|13834980.03|29.74217983|-95.40187609|Voice In
222027|11677407-101001128862|2202 ELGIN, HOUSTON TX 77004|HARRIS|D|GREATER THIRD WARD|0191600000022|SE|SW|TUESDAY|3rd Friday|TUESDAY-A|493Y|Greater Southeast MD|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-09-16 19:16:11|2013-09-19 19:14:00|2013-09-16 20:05:01|-2.96|Flooding-101001128862|3121366.84|13832731.12|29.73521397|-95.366631|Voice In
222390|11677582-101001129266|3542 GRIGGS, HOUSTON TX 77021|HARRIS|D|MACGREGOR|0741210030010|SE|SW|TUESDAY|3rd Thursday|TUESDAY-A|533G||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-09-17 09:43:51|2013-09-20 09:43:51|2013-09-18 15:25:01|-1.76|Flooding-101001129266|3122620.19|13822219.03|29.7060852|-95.36378624|Voice In
222451|11677604-101001129342|Intersection 3800 GLENN RICKI DR & 13030 WHITE HEATHER DR|Harris County|K|CENTRAL SOUTHWEST||SW|SW|FRIDAY|4th Monday|FRIDAY-B|572E|Five Corners HCID #10B|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-09-17 10:09:56|2013-09-20 10:09:56|2013-09-19 13:25:12|-0.86|Flooding-101001129342|3099686.23847|13796693.2851|29.63786131|-95.43844601|Voice In
225880|11679042-101001133276|2031 LAUREL HILL, HOUSTON TX 77339|HARRIS|E|KINGWOOD AREA|1032450000010||||||336C||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-09-20 11:02:05|2013-09-23 11:02:05|2013-09-20 12:45:01|-2.93|Flooding-101001133276|3163849.89|13948147.26|30.04860852|-95.22115973|Voice In
225925|11679058-101001133330|Intersection 3520 REVEILLE ST & 7600 THUROW ST|Harris County|I|GOLFCREST / BELLFORT / REVEILLE||SE|SE|TUESDAY|3rd Wednesday|TUESDAY-A|535N||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-09-20 11:38:46|2013-09-23 11:38:46|2013-09-20 13:25:25|-2.93|Flooding-101001133330|3146002.9772|13817974.7855|29.69239994|-95.29058846|Voice In
226005|11679088-101001133424|2813 SAINT, HOUSTON TX 77027|HARRIS|C|GREENWAY / UPPER KIRBY AREA|0510630000001|NW|SW|MONDAY|4th Wednesday|MONDAY-A|492S||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-09-20 12:39:37|2013-09-23 12:39:37|2013-09-20 14:05:01|-2.94|Flooding-101001133424|3099662.8|13833595.38|29.73929916|-95.43497912|Voice In
226048|11679100-101001133472|7654 DROUET, HOUSTON TX 77061|HARRIS|I|GOLFCREST / BELLFORT / REVEILLE|0934600000008|SE|SE|TUESDAY|3rd Wednesday|TUESDAY-A|535X|HCID #9|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-09-20 13:08:02|2013-09-23 13:08:01|2013-09-20 14:45:01|-2.93|Flooding-101001133472|3148333.22|13809187.67|29.66804358|-95.2841318|Voice In
226113|11679127-101001133553|4927 YELLOWSTONE, HOUSTON TX 77021|HARRIS|D|GREATER OST / SOUTH UNION|0771030090196|SE|SE|TUESDAY|3rd Tuesday|TUESDAY-A|534N||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-09-20 13:46:11|2013-09-23 13:46:11|2013-09-20 15:25:02|-2.93|Flooding-101001133553|3128596.59|13816221.12|29.68908642|-95.34555929|Voice In
226306|11679197-101001133789|5201 POLK, HOUSTON TX 77023|HARRIS|I|GREATER EASTWOOD|1178980010001||||||494Y|East End MD|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-09-20 15:53:36|2013-09-23 15:53:36|2013-09-21 07:45:01|-2.34|Flooding-101001133789|3135842.6|13833505.71|29.73530901|-95.32229713|Voice In
226532|11679278-101001134054|Intersection 18400 LEE RD & 0 WILL CLAYTON PKWY|Harris County|B|IAH / AIRPORT AREA|||||||374D||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-09-20 22:17:48|2013-09-23 22:17:48|2013-09-21 08:45:01|-2.56|Flooding-101001134054|3136924.2306|13924329.9924|29.98551389|-95.30859792|Voice In
226533|11679280-101001134055|4404 BLOSSOM, HOUSTON TX 77007|HARRIS|C|WASHINGTON AVENUE COALITION / MEMORIAL P|0250520000013|NW|NW|MONDAY|1st Wednesday|MONDAY-A|492M||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-09-20 22:24:29|2013-09-23 22:24:29|2013-09-21 08:05:01|-2.6|Flooding-101001134055|3108847.21|13844242.78|29.76779288|-95.40502012|Voice In
226534|11679279-101001134056|Intersection 2000 W GRAY ST & 2100 INWOOD DR & 1500 S SHEPHERD DR|Harris County|C|NEARTOWN - MONTROSE|||||||492Q||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-09-20 22:25:40|2013-09-23 22:25:40|2013-09-21 08:05:01|-2.6|Flooding-101001134056|3107209.33661|13838812.9092|29.75300607|-95.41070552|Voice In
226536|11679282-101001134058|Intersection 306 W 6TH ST & 500 RUTLAND ST|Harris County|C|GREATER HEIGHTS||NW|NE|THURSDAY|3rd Wednesday|THURSDAY-B|492D||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-09-20 22:27:51|2013-09-23 22:27:51|2013-09-21 08:45:01|-2.57|Flooding-101001134058|3110160.23196|13849243.5527|29.78142744|-95.40039832|Voice In
226539|11679283-101001134061|2411 SHERWIN, HOUSTON TX 77007|HARRIS|C|WASHINGTON AVENUE COALITION / MEMORIAL P|1331330010002|NW|SW|THURSDAY|3rd Wednesday|non active|492B||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-09-20 22:36:17|2013-09-23 22:36:17|2013-09-21 07:45:01|-2.62|Flooding-101001134061|3101810.99|13848722.81|||Voice In
226541|11679285-101001134063|Intersection 6 EB BW 8 N TO JFK RAMP & 15550 JOHN F KENNEDY BLVD|Harris County|B|IAH / AIRPORT AREA|||||||374P||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-09-20 22:39:18|2013-09-23 22:39:18|2013-09-21 08:25:01|-2.59|Flooding-101001134063|3130191.93829|13909002.5414|29.94396927|-95.33137177|Voice In
226557|11679296-101001134079|Intersection 800 GIRARD ST & 6 TRAVIS ST|Harris County|H|DOWNTOWN|||||||493L|Houston Downtown|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-09-20 23:08:33|2013-09-23 23:08:33|2013-09-21 08:25:01|-2.61|Flooding-101001134079|3122915.0014|13844290.3953|29.76672743|-95.36069476|Voice In
226566|11679300-101001134088|Intersection 700 FRANKLIN ST & 200 LOUISIANA ST|Harris County|I|DOWNTOWN|||||||493L|Houston Downtown|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-09-20 23:34:25|2013-09-23 23:34:25|2013-09-21 08:45:01|-2.62|Flooding-101001134088|3122293.32055|13843488.99|29.76457781|-95.3627319|Voice In
